Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
83-714-9649,28,Female,Middle,Widowed,Bachelor's,Middle,Harstad,Home Appliances,$226.53 ,3,Online,3,1,1,High,Not Sensitive,1,10,Medium,Desktop,PayPal,8/2/2024,TRUE,FALSE,Wants-based,No Preference,13
33-203-4230,23,Male,High,Divorced,Master's,Middle,Perbaungan,Software & Apps,$218.32 ,2,Mixed,5,3,0,High,Not Sensitive,2,7,Low,Desktop,PayPal,9/24/2024,FALSE,FALSE,Need-based,Express,3
90-918-2833,48,Female,High,Widowed,High School,High,Soroti,Furniture,$132.67 ,7,In-Store,2,5,1,Low,Very Sensitive,2,3,Low,Smartphone,Other,12/18/2024,TRUE,FALSE,Impulsive,Express,1
53-409-1176,26,Male,High,Single,Master's,High,Caruaru,Arts & Crafts,$416.96 ,7,In-Store,5,1,1,High,Not Sensitive,0,1,High,Tablet,Other,5/25/2024,FALSE,FALSE,Planned,Express,7
52-491-3386,39,Female,High,Married,Master's,Middle,Kamiennik,Arts & Crafts,$459.51 ,7,In-Store,1,2,2,High,Not Sensitive,0,5,Medium,Tablet,Debit Card,1/5/2024,TRUE,FALSE,Need-based,No Preference,11
10-870-3357,45,Male,Middle,Married,High School,High,Boundiali,Sports & Outdoors,$487.96 ,2,Mixed,5,3,2,Low,Very Sensitive,0,2,None,Desktop,PayPal,3/15/2024,TRUE,TRUE,Need-based,No Preference,12
41-816-7753,22,Male,Middle,Divorced,High School,High,Götene,Toys & Games,$150.11 ,7,Mixed,4,4,1.5,Low,Very Sensitive,0,3,High,Smartphone,Credit Card,7/23/2024,TRUE,FALSE,Wants-based,Standard,8
68-296-5978,36,Male,High,Married,High School,Middle,Kadumelati,Hotels,$218.87 ,5,Mixed,4,3,0,Medium,Very Sensitive,0,4,Medium,Smartphone,Cash,9/18/2024,TRUE,FALSE,Planned,No Preference,11
03-874-9055,29,Female,Middle,Married,Bachelor's,High,Amparo,Mobile Accessories,$437.06 ,7,In-Store,3,5,2,Low,Very Sensitive,0,6,Low,Smartphone,Cash,3/9/2024,FALSE,FALSE,Impulsive,Express,11
28-123-8406,33,Male,High,Married,Bachelor's,High,Shimen,Beauty & Personal Care,$122.58 ,2,In-Store,5,4,1.5,Low,Not Sensitive,2,5,None,Tablet,Other,1/29/2024,TRUE,FALSE,Impulsive,Express,12
01-089-2223,35,Male,High,Married,Master's,Middle,Philadelphia,Food & Beverages,$195.07 ,8,Online,3,1,1,High,Somewhat Sensitive,0,6,None,Smartphone,Debit Card,7/22/2024,FALSE,FALSE,Impulsive,No Preference,10
23-758-1012,39,Female,Middle,Single,High School,High,Myingyan,Books,$190.06 ,9,In-Store,5,1,1,None,Somewhat Sensitive,1,2,Low,Smartphone,Other,2/3/2024,TRUE,TRUE,Planned,Standard,12
34-788-8387,38,Female,Middle,Single,High School,Middle,Qingqu,Groceries,$485.76 ,10,In-Store,3,4,0,Medium,Somewhat Sensitive,0,4,High,Desktop,Debit Card,6/3/2024,TRUE,TRUE,Wants-based,No Preference,4
53-865-9342,27,Female,High,Single,Bachelor's,High,Poste de Flacq,Books,$242.57 ,7,In-Store,1,1,1,Low,Not Sensitive,0,10,Low,Smartphone,PayPal,10/5/2024,TRUE,FALSE,Wants-based,No Preference,1
79-052-8470,35,Male,Middle,Widowed,High School,High,Ţawr al Bāḩah,Arts & Crafts,$303.13 ,2,Online,1,1,1,High,Not Sensitive,0,7,Medium,Desktop,Debit Card,1/4/2024,FALSE,TRUE,Need-based,Standard,10
86-359-7320,43,Female,Middle,Widowed,Master's,Middle,Phu Loc,Toys & Games,$136.10 ,5,In-Store,3,5,2,Low,Very Sensitive,0,2,High,Tablet,Debit Card,2/27/2024,FALSE,TRUE,Planned,Express,14
27-111-2242,40,Bigender,High,Single,Bachelor's,Middle,Jembangan,Electronics,$249.02 ,11,Mixed,3,2,0.3,Medium,Not Sensitive,1,1,Medium,Smartphone,PayPal,10/1/2024,TRUE,TRUE,Planned,Express,14
84-538-0238,19,Male,Middle,Divorced,High School,Middle,Harhorin,Office Supplies,$466.74 ,7,In-Store,3,4,0.2,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,12/11/2024,TRUE,TRUE,Need-based,Express,5
04-660-2742,46,Agender,High,Married,High School,High,Meijiang,Animal Feed,$229.30 ,6,In-Store,4,5,2,None,Somewhat Sensitive,0,6,None,Smartphone,Other,11/25/2024,FALSE,FALSE,Planned,Express,6
96-496-9833,30,Female,High,Single,High School,High,Lañgub,Packages),$450.52 ,8,Online,2,2,0.2,High,Somewhat Sensitive,0,6,Low,Desktop,PayPal,1/13/2024,TRUE,TRUE,Need-based,No Preference,8
27-672-6081,35,Male,High,Divorced,Bachelor's,Middle,Bangbayang,Groceries,$246.44 ,4,Mixed,3,1,1,Medium,Somewhat Sensitive,0,3,Medium,Smartphone,Debit Card,9/17/2024,FALSE,TRUE,Wants-based,No Preference,5
66-033-0540,34,Male,High,Widowed,High School,Middle,Stěbořice,Home Appliances,$93.52 ,2,Online,1,5,1,None,Somewhat Sensitive,1,2,High,Desktop,PayPal,8/12/2024,FALSE,TRUE,Planned,No Preference,12
99-643-9845,28,Female,Middle,Married,High School,High,Banturkrajan,Groceries,$137.75 ,6,Online,3,3,2,High,Very Sensitive,0,1,Medium,Smartphone,Cash,9/9/2024,FALSE,TRUE,Need-based,No Preference,4
27-571-9402,44,Female,Middle,Married,Master's,Middle,São Torcato,Home Appliances,$78.64 ,5,Mixed,3,4,2,High,Somewhat Sensitive,0,3,High,Tablet,PayPal,5/26/2024,TRUE,FALSE,Planned,Standard,12
10-430-5821,25,Male,High,Divorced,Master's,Middle,Kapan,Software & Apps,$214.82 ,9,Mixed,5,4,0.3,None,Very Sensitive,1,9,Medium,Tablet,Other,11/9/2024,TRUE,FALSE,Planned,No Preference,11
36-835-7445,45,Male,Middle,Married,Bachelor's,High,Văn Giang,Mobile Accessories,$57.39 ,3,Mixed,2,5,0.25,None,Somewhat Sensitive,0,10,Medium,Desktop,Credit Card,7/19/2024,FALSE,FALSE,Impulsive,Standard,3
41-602-4042,47,Female,High,Single,High School,Middle,Oslo,Beauty & Personal Care,$363.91 ,10,Online,1,1,0.3,Medium,Very Sensitive,0,2,Low,Smartphone,Cash,1/7/2024,TRUE,TRUE,Planned,Standard,9
63-743-6962,39,Male,Middle,Single,High School,Middle,Tanushimarumachi-toyoki,Travel & Leisure (Flights,$304.79 ,12,In-Store,2,4,2,Low,Somewhat Sensitive,1,9,High,Desktop,Other,1/7/2024,TRUE,TRUE,Wants-based,Standard,10
66-772-9922,32,Male,High,Divorced,High School,Middle,Kazo,Jewelry & Accessories,$363.98 ,4,Online,4,4,1,None,Somewhat Sensitive,2,7,None,Tablet,PayPal,5/27/2024,TRUE,TRUE,Planned,Express,1
23-246-5927,47,Male,Middle,Widowed,Bachelor's,High,Rawa Mazowiecka,Books,$249.60 ,7,Mixed,4,1,1,Low,Somewhat Sensitive,2,7,High,Smartphone,Debit Card,5/11/2024,TRUE,FALSE,Wants-based,Standard,11
74-022-7557,19,Male,High,Married,Bachelor's,Middle,Wŏnsan,Electronics,$345.04 ,12,In-Store,1,5,1,Low,Somewhat Sensitive,0,8,Medium,Tablet,Credit Card,10/16/2024,TRUE,TRUE,Planned,Express,13
78-214-5658,48,Female,Middle,Single,High School,High,Villavicencio,Arts & Crafts,$59.15 ,3,In-Store,4,2,1,None,Not Sensitive,0,1,High,Desktop,Debit Card,4/19/2024,FALSE,FALSE,Need-based,Standard,8
25-286-8786,27,Male,High,Single,Master's,High,Berlin,Home Appliances,$461.81 ,12,Mixed,4,3,0,Medium,Very Sensitive,0,8,Low,Desktop,Other,6/7/2024,TRUE,FALSE,Wants-based,No Preference,8
55-955-9889,31,Female,High,Divorced,Bachelor's,High,Wailang,Health Care,$280.88 ,4,Mixed,3,4,1,High,Not Sensitive,0,2,High,Smartphone,Credit Card,5/5/2024,TRUE,TRUE,Planned,No Preference,2
34-237-3943,44,Male,Middle,Married,Master's,Middle,Fangshan,Luxury Goods,$283.70 ,8,Mixed,2,5,1,Medium,Not Sensitive,1,3,Low,Smartphone,Cash,2/29/2024,FALSE,FALSE,Impulsive,Express,8
19-386-9088,24,Female,High,Widowed,High School,Middle,Tallahassee,Luxury Goods,$411.95 ,10,In-Store,5,3,1,None,Not Sensitive,0,4,None,Smartphone,PayPal,12/18/2024,TRUE,TRUE,Impulsive,Standard,5
16-583-2801,32,Female,Middle,Widowed,Master's,Middle,Anchorage,Gardening & Outdoors,$476.11 ,5,In-Store,1,4,1,None,Very Sensitive,2,10,High,Desktop,Debit Card,10/29/2024,TRUE,FALSE,Wants-based,Standard,1
83-752-5439,28,Female,Middle,Married,Master's,High,Mulhouse,Gardening & Outdoors,$399.24 ,7,In-Store,4,2,1,Medium,Very Sensitive,1,2,Medium,Smartphone,Debit Card,6/21/2024,FALSE,FALSE,Need-based,Standard,10
25-485-2023,26,Male,Middle,Divorced,Master's,Middle,Tangkilsari,Jewelry & Accessories,$90.79 ,12,In-Store,4,1,2,Medium,Somewhat Sensitive,0,2,Medium,Tablet,Other,9/16/2024,FALSE,FALSE,Planned,No Preference,6
90-822-7664,38,Female,Middle,Married,Master's,Middle,San Carlos,Animal Feed,$229.56 ,9,Online,1,2,1,None,Somewhat Sensitive,0,9,Low,Tablet,PayPal,1/14/2024,TRUE,TRUE,Need-based,No Preference,11
22-039-6819,28,Female,Middle,Divorced,High School,Middle,Queluz,Sports & Outdoors,$160.47 ,7,Mixed,1,5,0,None,Not Sensitive,0,3,None,Smartphone,Debit Card,3/17/2024,TRUE,FALSE,Wants-based,No Preference,6
50-395-1941,30,Genderqueer,High,Married,High School,High,Särkisalo,Software & Apps,$104.74 ,6,Online,2,4,2,None,Very Sensitive,0,4,Low,Smartphone,PayPal,9/22/2024,FALSE,FALSE,Impulsive,No Preference,1
99-771-9310,37,Female,High,Widowed,Master's,Middle,Vitoria-Gasteiz,Food & Beverages,$399.95 ,10,In-Store,2,1,0,Low,Not Sensitive,1,2,High,Smartphone,Cash,3/7/2024,TRUE,FALSE,Need-based,Express,10
18-518-0140,47,Female,High,Divorced,Bachelor's,Middle,Coro,Baby Products,$337.33 ,8,In-Store,1,4,1,None,Somewhat Sensitive,0,5,Medium,Desktop,Debit Card,11/25/2024,FALSE,FALSE,Planned,Express,10
57-000-8646,41,Female,High,Widowed,Master's,Middle,Purwa,Jewelry & Accessories,$204.83 ,6,In-Store,5,1,0,High,Very Sensitive,1,5,Medium,Smartphone,Debit Card,4/22/2024,TRUE,FALSE,Wants-based,Standard,5
81-926-9297,22,Female,Middle,Widowed,Master's,High,Gävle,Packages),$193.94 ,11,Mixed,4,1,0,None,Not Sensitive,0,3,High,Desktop,Other,8/9/2024,FALSE,FALSE,Wants-based,Standard,9
53-070-2625,46,Male,High,Married,Master's,Middle,Embu Guaçu,Mobile Accessories,$460.37 ,10,Online,5,4,2,Low,Very Sensitive,2,7,High,Desktop,Credit Card,7/13/2024,TRUE,TRUE,Wants-based,Express,12
63-217-7638,34,Non-binary,Middle,Single,Bachelor's,Middle,Colima,Arts & Crafts,$297.29 ,9,Online,5,4,2,None,Not Sensitive,0,9,Low,Smartphone,Cash,1/1/2024,TRUE,TRUE,Need-based,Standard,3
64-120-6212,31,Male,Middle,Single,Bachelor's,Middle,Fubin,Books,$389.47 ,4,In-Store,5,3,2,Low,Not Sensitive,1,9,High,Desktop,Credit Card,2/11/2024,TRUE,TRUE,Wants-based,Standard,6
01-404-3425,38,Male,High,Single,Master's,High,Talshand,Home Appliances,$370.05 ,11,Mixed,5,3,0,Medium,Very Sensitive,1,10,High,Smartphone,Cash,10/30/2024,TRUE,TRUE,Impulsive,No Preference,10
68-971-6148,45,Male,High,Single,Master's,Middle,Palampal,Jewelry & Accessories,$462.24 ,2,Mixed,4,5,0,Low,Not Sensitive,2,1,None,Smartphone,Other,3/19/2024,TRUE,TRUE,Wants-based,Express,13
22-053-4627,30,Female,High,Married,High School,High,Kamárai,Food & Beverages,$472.53 ,11,Online,4,1,1,Medium,Somewhat Sensitive,2,7,Medium,Smartphone,Debit Card,4/30/2024,FALSE,FALSE,Wants-based,Express,4
09-258-0424,45,Female,Middle,Married,High School,Middle,Ettelbruck,Home Appliances,$407.29 ,3,In-Store,5,5,0,Low,Not Sensitive,0,5,Low,Tablet,Other,11/25/2024,FALSE,FALSE,Planned,Express,3
56-782-9001,18,Male,High,Married,Bachelor's,High,Cawayan,Mobile Accessories,$135.65 ,8,Online,4,1,1,Low,Very Sensitive,0,9,None,Desktop,Other,2/16/2024,FALSE,FALSE,Impulsive,Standard,14
05-506-7216,36,Male,High,Single,Bachelor's,Middle,Don Carlos,Animal Feed,$352.35 ,4,Online,2,2,0,Low,Very Sensitive,1,1,Low,Smartphone,Credit Card,6/20/2024,FALSE,FALSE,Planned,Express,14
47-356-9730,25,Female,High,Single,High School,High,Seleuš,Books,$441.73 ,12,Online,1,4,2,Low,Somewhat Sensitive,0,8,Medium,Smartphone,Credit Card,2/4/2024,TRUE,FALSE,Planned,Standard,8
42-898-6421,21,Female,High,Divorced,High School,Middle,Cervantes,Luxury Goods,$105.95 ,12,Mixed,1,4,2,Low,Very Sensitive,1,7,Medium,Desktop,Cash,8/4/2024,FALSE,FALSE,Impulsive,Standard,11
17-364-8685,26,Male,High,Single,Master's,High,Ebebiyin,Groceries,$351.54 ,11,Mixed,1,3,2,None,Somewhat Sensitive,0,8,None,Tablet,PayPal,3/21/2024,TRUE,FALSE,Planned,Express,12
13-618-9438,40,Male,High,Divorced,Bachelor's,High,Chuquitira,Home Appliances,$321.26 ,12,Online,4,1,0,None,Very Sensitive,0,6,None,Desktop,Debit Card,6/13/2024,FALSE,FALSE,Need-based,Standard,14
32-457-2982,47,Female,High,Divorced,High School,Middle,Proletarsk,Animal Feed,$421.50 ,11,Online,5,1,2,Low,Somewhat Sensitive,0,8,None,Desktop,PayPal,4/4/2024,TRUE,TRUE,Need-based,Express,3
43-386-2489,27,Bigender,High,Widowed,High School,Middle,Naghalin,Food & Beverages,$253.29 ,6,Mixed,3,2,2,None,Somewhat Sensitive,1,4,None,Desktop,PayPal,5/2/2024,TRUE,FALSE,Planned,Standard,8
67-438-2378,29,Female,Middle,Divorced,High School,High,Honolulu,Jewelry & Accessories,$217.62 ,3,Online,5,2,1,High,Very Sensitive,2,3,Low,Smartphone,PayPal,2/14/2024,FALSE,TRUE,Impulsive,No Preference,5
65-431-1264,21,Male,Middle,Single,Bachelor's,High,Dhalie,Books,$226.04 ,11,Online,4,1,1,None,Very Sensitive,0,9,Medium,Desktop,PayPal,5/14/2024,TRUE,FALSE,Wants-based,Express,12
73-367-8478,41,Genderfluid,High,Single,Bachelor's,High,Giesteira,Packages),$52.79 ,4,Online,2,2,0,Low,Not Sensitive,1,7,None,Tablet,Debit Card,2/6/2024,TRUE,TRUE,Impulsive,Express,4
84-162-8799,43,Male,Middle,Widowed,High School,High,Khilok,Jewelry & Accessories,$385.08 ,7,In-Store,2,4,1,High,Somewhat Sensitive,1,1,Low,Tablet,Debit Card,11/12/2024,FALSE,TRUE,Impulsive,No Preference,1
51-546-9992,33,Male,High,Widowed,Master's,Middle,Cimara,Hotels,$181.10 ,2,Online,2,5,2,Low,Not Sensitive,2,7,Low,Tablet,Credit Card,12/26/2024,FALSE,FALSE,Impulsive,No Preference,5
89-189-3295,23,Female,Middle,Single,Master's,Middle,Vereshchagino,Office Supplies,$246.41 ,7,In-Store,2,4,0,None,Somewhat Sensitive,2,8,Low,Smartphone,Cash,10/1/2024,TRUE,FALSE,Need-based,Standard,11
45-776-7217,37,Female,Middle,Divorced,Bachelor's,High,Binagadi,Baby Products,$140.87 ,8,In-Store,3,3,2,Low,Not Sensitive,2,7,Medium,Tablet,Other,3/3/2024,TRUE,FALSE,Impulsive,No Preference,9
71-354-5174,34,Female,High,Single,Master's,High,Tsuen Wan,Software & Apps,$151.25 ,2,In-Store,2,5,0,Medium,Somewhat Sensitive,1,8,Medium,Tablet,Debit Card,4/20/2024,TRUE,FALSE,Planned,No Preference,10
05-975-6985,27,Male,High,Divorced,Master's,Middle,Banjar Batanpoh,Hotels,$171.52 ,3,Mixed,5,5,2,Medium,Very Sensitive,1,9,Medium,Smartphone,Cash,8/21/2024,TRUE,TRUE,Planned,Standard,12
42-859-2475,40,Male,Middle,Widowed,Master's,High,Yenakiyeve,Sports & Outdoors,$399.56 ,10,Online,4,2,1,Low,Not Sensitive,0,4,Medium,Desktop,Cash,10/21/2024,TRUE,TRUE,Need-based,No Preference,1
34-094-1923,40,Female,Middle,Widowed,Master's,Middle,San Ramon,Sports & Outdoors,$173.46 ,4,Mixed,5,3,1,None,Not Sensitive,0,9,Medium,Smartphone,PayPal,4/11/2024,FALSE,TRUE,Wants-based,No Preference,2
57-797-8139,43,Male,High,Widowed,Bachelor's,High,Sakété,Toys & Games,$332.14 ,10,Online,4,4,0,Low,Somewhat Sensitive,1,2,None,Desktop,PayPal,2/9/2024,TRUE,TRUE,Planned,No Preference,13
21-048-8669,37,Non-binary,Middle,Single,Bachelor's,Middle,Pantenan,Food & Beverages,$247.05 ,8,In-Store,3,2,1,Low,Somewhat Sensitive,1,8,High,Desktop,Cash,5/25/2024,FALSE,FALSE,Wants-based,Standard,2
30-038-8752,49,Male,High,Single,Bachelor's,High,Antrukan,Office Supplies,$365.88 ,10,Mixed,4,5,1,None,Somewhat Sensitive,1,1,Medium,Tablet,PayPal,4/16/2024,FALSE,FALSE,Wants-based,Express,9
06-237-7338,27,Female,Middle,Married,Bachelor's,Middle,Dhahab,Toys & Games,$354.92 ,8,Mixed,5,4,0,None,Somewhat Sensitive,0,1,None,Tablet,Debit Card,2/17/2024,TRUE,TRUE,Wants-based,Express,13
71-817-5422,19,Female,High,Single,High School,High,Vetluga,Jewelry & Accessories,$195.46 ,10,Mixed,5,3,2,None,Not Sensitive,0,10,Low,Tablet,Other,7/7/2024,TRUE,FALSE,Impulsive,Standard,9
68-512-0568,40,Female,High,Married,Master's,Middle,Wolfsberg,Books,$474.03 ,7,In-Store,3,1,1,Medium,Somewhat Sensitive,0,6,High,Desktop,Other,8/3/2024,TRUE,TRUE,Need-based,Standard,13
18-633-9387,27,Male,Middle,Married,Bachelor's,High,San Bautista,Animal Feed,$106.96 ,6,In-Store,3,1,2,Low,Not Sensitive,0,7,Medium,Tablet,Debit Card,3/9/2024,TRUE,TRUE,Impulsive,Standard,3
08-977-4418,29,Female,Middle,Married,Master's,High,Reuleuet,Electronics,$371.84 ,9,In-Store,5,4,0,None,Not Sensitive,2,6,None,Tablet,Other,7/28/2024,FALSE,TRUE,Impulsive,Standard,2
97-738-8095,45,Polygender,High,Single,Bachelor's,High,Lonpao Dajah,Health Supplements,$461.16 ,8,Mixed,1,4,1,High,Not Sensitive,0,3,Medium,Smartphone,Other,2/29/2024,TRUE,TRUE,Planned,Express,14
15-421-1255,24,Female,High,Single,High School,Middle,Nanqiao,Books,$497.75 ,11,In-Store,4,1,2,None,Very Sensitive,2,1,Medium,Smartphone,Cash,7/3/2024,TRUE,FALSE,Wants-based,Express,13
92-142-4328,45,Female,Middle,Married,Master's,Middle,San Carlos,Health Care,$492.83 ,5,Online,2,1,0,High,Very Sensitive,0,4,High,Tablet,Debit Card,3/2/2024,TRUE,FALSE,Need-based,No Preference,2
06-357-6548,39,Female,Middle,Divorced,High School,Middle,Ishikawa,Groceries,$295.54 ,8,Online,3,3,1,None,Very Sensitive,2,4,Low,Tablet,Cash,7/27/2024,FALSE,FALSE,Planned,Express,14
59-261-4453,40,Male,High,Widowed,High School,High,Oguma,Furniture,$494.81 ,9,Mixed,2,4,1,Medium,Very Sensitive,1,7,Medium,Tablet,PayPal,5/26/2024,TRUE,TRUE,Need-based,Standard,6
35-644-3184,21,Female,High,Single,Master's,Middle,Těšany,Mobile Accessories,$160.25 ,7,Online,2,3,2,None,Very Sensitive,2,5,High,Desktop,PayPal,3/4/2024,TRUE,TRUE,Need-based,No Preference,12
30-528-9105,42,Female,Middle,Married,Master's,High,Aksha,Gardening & Outdoors,$198.36 ,4,Online,1,1,2,None,Somewhat Sensitive,1,9,None,Desktop,Cash,12/13/2024,FALSE,TRUE,Wants-based,Standard,4
14-709-8547,44,Female,Middle,Divorced,Bachelor's,High,Lahan Sai,Furniture,$82.39 ,12,In-Store,5,1,1,None,Somewhat Sensitive,0,8,None,Smartphone,Other,2/24/2024,FALSE,FALSE,Planned,Express,1
80-508-9866,46,Female,Middle,Married,Master's,High,Estância,Hotels,$290.56 ,3,In-Store,5,1,2,None,Somewhat Sensitive,1,1,None,Desktop,PayPal,3/12/2024,TRUE,FALSE,Wants-based,No Preference,4
27-100-0661,29,Male,High,Divorced,Master's,High,Las Lomas,Animal Feed,$206.79 ,5,In-Store,1,3,2,High,Very Sensitive,1,2,Low,Tablet,Credit Card,8/21/2024,FALSE,FALSE,Planned,Standard,4
68-488-7343,19,Female,Middle,Married,High School,High,Xiamayu,Baby Products,$401.43 ,8,Mixed,4,2,0,None,Not Sensitive,0,6,High,Tablet,Other,5/23/2024,TRUE,TRUE,Need-based,No Preference,5
63-304-1852,21,Male,High,Widowed,Master's,High,Iñapari,Sports & Outdoors,$188.17 ,9,Online,5,5,0,Medium,Not Sensitive,1,5,Low,Desktop,Debit Card,5/26/2024,TRUE,FALSE,Need-based,Standard,9
53-843-5619,38,Female,High,Single,High School,High,Orsay,Gardening & Outdoors,$83.21 ,10,Online,4,3,2,Low,Somewhat Sensitive,0,4,High,Desktop,Other,3/20/2024,FALSE,FALSE,Impulsive,Standard,7
44-786-7696,41,Bigender,Middle,Divorced,Master's,Middle,Zhongying,Gardening & Outdoors,$54.74 ,4,In-Store,1,2,0,None,Somewhat Sensitive,0,4,Low,Smartphone,PayPal,10/3/2024,TRUE,TRUE,Impulsive,No Preference,14
45-631-4619,49,Female,High,Divorced,Master's,High,Bayḩān,Office Supplies,$371.12 ,8,Online,5,1,2,High,Somewhat Sensitive,1,7,Low,Smartphone,PayPal,8/23/2024,FALSE,TRUE,Wants-based,No Preference,8
11-850-1953,32,Genderfluid,Middle,Single,High School,Middle,Beizhakou,Packages),$293.64 ,3,In-Store,2,1,2,Low,Not Sensitive,2,8,None,Tablet,Credit Card,9/17/2024,TRUE,FALSE,Impulsive,Express,5
20-421-2544,24,Male,High,Married,High School,High,Kyŏngsŏng,Books,$185.83 ,11,In-Store,4,2,2,Low,Not Sensitive,2,9,Medium,Desktop,Other,10/17/2024,FALSE,TRUE,Impulsive,Standard,1
37-100-8709,27,Male,High,Divorced,Master's,Middle,Turinsk,Office Supplies,$117.13 ,7,Mixed,1,1,2,High,Somewhat Sensitive,1,10,High,Smartphone,Credit Card,8/8/2024,TRUE,TRUE,Planned,Express,6
78-361-5100,44,Female,Middle,Married,Master's,High,As Sawdā,Office Supplies,$52.24 ,11,In-Store,3,1,0,Low,Not Sensitive,2,4,High,Smartphone,Credit Card,12/12/2024,TRUE,TRUE,Impulsive,Standard,8
67-676-5945,28,Female,High,Married,Bachelor's,High,Legaspi,Baby Products,$446.69 ,7,In-Store,4,5,2,Medium,Somewhat Sensitive,1,5,High,Smartphone,Cash,6/12/2024,FALSE,TRUE,Planned,No Preference,13
67-639-5838,23,Male,Middle,Married,High School,Middle,Shimorskoye,Packages),$216.84 ,5,In-Store,4,3,1,Low,Somewhat Sensitive,1,1,Low,Tablet,PayPal,3/28/2024,FALSE,FALSE,Planned,Express,5
51-415-1931,42,Female,High,Divorced,High School,High,Kościelec,Electronics,$75.27 ,7,Mixed,3,4,1,None,Not Sensitive,2,3,None,Desktop,PayPal,12/27/2024,TRUE,TRUE,Impulsive,Express,1
96-764-3843,20,Male,Middle,Widowed,Master's,High,Yongfu,Office Supplies,$308.87 ,2,In-Store,3,4,1,None,Not Sensitive,2,2,None,Tablet,Cash,2/24/2024,TRUE,TRUE,Impulsive,Express,11
16-730-2056,49,Male,High,Divorced,Master's,Middle,Vinkkilä,Travel & Leisure (Flights,$169.77 ,5,In-Store,1,4,0,Medium,Very Sensitive,2,9,None,Desktop,Other,6/15/2024,TRUE,TRUE,Wants-based,Standard,7
22-157-2494,19,Male,High,Divorced,High School,High,Revolucion Verde,Toys & Games,$289.08 ,12,Online,2,1,0,None,Very Sensitive,1,10,Medium,Desktop,Other,8/14/2024,TRUE,TRUE,Wants-based,Standard,7
29-341-6463,38,Female,Middle,Single,High School,High,Newton,Travel & Leisure (Flights,$74.09 ,10,Mixed,1,4,2,None,Somewhat Sensitive,2,9,Low,Tablet,Other,5/15/2024,TRUE,TRUE,Impulsive,Standard,8
64-906-4475,43,Male,High,Married,High School,Middle,Nantang,Travel & Leisure (Flights,$201.53 ,5,Online,2,3,1,None,Not Sensitive,1,6,High,Tablet,Other,6/1/2024,FALSE,TRUE,Wants-based,No Preference,11
36-340-8494,38,Male,Middle,Divorced,Bachelor's,High,Perugia,Arts & Crafts,$244.60 ,12,Online,4,4,2,Medium,Somewhat Sensitive,0,6,None,Tablet,Other,8/25/2024,FALSE,FALSE,Wants-based,Standard,3
77-031-4898,21,Male,Middle,Widowed,Bachelor's,High,Tancheng,Software & Apps,$320.50 ,10,In-Store,3,4,2,Low,Somewhat Sensitive,0,9,Low,Tablet,Cash,3/1/2024,TRUE,FALSE,Need-based,Express,9
86-097-9642,27,Male,Middle,Widowed,Master's,Middle,Leon Postigo,Jewelry & Accessories,$91.63 ,3,In-Store,5,2,2,None,Not Sensitive,0,10,None,Tablet,Debit Card,6/30/2024,TRUE,TRUE,Wants-based,Standard,2
64-090-3433,35,Male,Middle,Married,Master's,High,Bollène,Sports & Outdoors,$251.93 ,8,In-Store,3,2,1,High,Very Sensitive,2,3,None,Tablet,Debit Card,1/2/2024,FALSE,FALSE,Need-based,Standard,7
96-140-1936,30,Male,Middle,Married,Bachelor's,Middle,Baihe,Luxury Goods,$477.35 ,4,Online,2,5,0,High,Very Sensitive,1,2,Low,Desktop,PayPal,12/28/2024,FALSE,FALSE,Need-based,No Preference,14
38-830-6976,31,Male,High,Widowed,Master's,Middle,Puqi,Baby Products,$86.63 ,10,Mixed,3,1,2,Medium,Somewhat Sensitive,2,2,Low,Tablet,Cash,9/2/2024,TRUE,FALSE,Wants-based,Express,3
82-864-1154,50,Bigender,High,Divorced,High School,High,Pedraza,Health Care,$474.42 ,4,In-Store,2,3,0,Medium,Not Sensitive,1,9,None,Desktop,Debit Card,9/21/2024,TRUE,FALSE,Need-based,No Preference,5
79-711-6779,34,Female,High,Widowed,High School,High,Hoolt,Gardening & Outdoors,$429.24 ,7,Mixed,3,5,1,High,Not Sensitive,0,1,Low,Tablet,Debit Card,3/27/2024,FALSE,FALSE,Need-based,No Preference,10
22-860-9860,24,Female,High,Married,High School,High,Pasinan Barat,Home Appliances,$470.38 ,8,Mixed,2,4,0,Medium,Not Sensitive,2,3,High,Smartphone,Other,11/11/2024,TRUE,TRUE,Impulsive,Standard,9
72-590-6161,32,Female,Middle,Single,Master's,High,Saltpond,Gardening & Outdoors,$495.80 ,4,Mixed,1,2,1,Low,Not Sensitive,0,7,None,Tablet,PayPal,9/16/2024,TRUE,TRUE,Wants-based,Standard,10
